Date,Value
2023/10/13,0.48895051
2023/10/14,0.49689099
2023/10/15,0.48261243
2023/10/16,0.48976078
2023/10/17,0.51397914
2023/10/18,0.52569594
2023/10/19,0.50736985
2023/10/20,0.49705282
2023/10/21,0.49034048
2023/10/22,0.49129686
2023/10/23,0.4948071
2023/10/24,0.51237505
2023/10/25,0.51051706
2023/10/26,0.50407632
2023/10/27,0.4922866
2023/10/28,0.49491378
2023/10/29,0.50342221
2023/10/30,0.52428877
2023/10/31,0.52205945
2023/11/1,0.55083138
2023/11/2,0.54837918
2023/11/3,0.57204862
2023/11/4,0.63694269
2023/11/5,0.61185036
2023/11/6,0.6079219
2023/11/7,0.62754163
2023/11/8,0.64972681
2023/11/9,0.66627002
2023/11/10,0.67345064
2023/11/11,0.68303379
2023/11/12,0.66448911
2023/11/13,0.65074699
2023/11/14,0.65718231
2023/11/15,0.65719002
2023/11/16,0.64066794
2023/11/17,0.62953393
2023/11/18,0.62137116
2023/11/19,0.60492825
2023/11/20,0.62952225
2023/11/21,0.68532209
2023/11/22,0.6994097
2023/11/23,0.68922967
2023/11/24,0.6872456
2023/11/25,0.68539768
2023/11/26,0.6871045
2023/11/27,0.70163489
2023/11/28,0.73639605
2023/11/29,0.72384997
2023/11/30,0.70528895
2023/12/1,0.68971437
2023/12/2,0.66217753
2023/12/3,0.6484383
2023/12/4,0.65712882
2023/12/5,0.63483829
2023/12/6,0.6138894
2023/12/7,0.63478389
2023/12/8,0.67725717
2023/12/9,0.7112329
2023/12/10,0.71512942
2023/12/11,0.69259053
2023/12/12,0.69568006
2023/12/13,0.7572461
2023/12/14,0.80430333
2023/12/15,0.80148284
2023/12/16,0.78577764
2023/12/17,0.79552175
2023/12/18,0.81560607
2023/12/19,0.83113222
2023/12/20,0.80067091
2023/12/21,0.78564426
2023/12/22,0.77166802
2023/12/23,0.75008879
2023/12/24,0.76472122
2023/12/25,0.74016178
2023/12/26,0.72851923
2023/12/27,0.70923871
2023/12/28,0.70713821
2023/12/29,0.72278339
